Date,Product,Region,Sales_Rep,Quantity,Unit_Price,Total_Sales
2024-02-09,Speaker,East,Henry,18,1317.82,23720.76
2024-02-09,Mouse,Central,Charlie,6,1034.81,6208.86
2024-02-09,Monitor,East,Grace,18,54.06,973.08
2024-02-09,Phone,South,Frank,6,1093.31,6559.86
2024-02-09,Tablet,Central,Grace,14,74.82,1047.48
2024-02-09,Headphones,East,Bob,19,366.83,6969.7699999999995
2024-02-09,Headphones,Central,Grace,4,1829.13,7316.52
2024-02-09,Phone,South,Frank,12,1105.15,13261.800000000001
2024-02-10,Mouse,West,Charlie,16,1167.49,18679.84
2024-02-10,Mouse,East,Diana,2,917.37,1834.74
2024-02-10,Keyboard,South,Bob,12,1039.7,12476.400000000001
2024-02-10,Phone,North,Grace,18,1653.73,29767.14
2024-02-10,Tablet,East,Bob,17,1602.27,27238.59
2024-02-10,Mouse,West,Bob,19,754.13,14328.47
2024-02-10,Laptop,North,Frank,14,957.22,13401.08
2024-02-11,Speaker,West,Charlie,2,628.75,1257.5
2024-02-11,Mouse,North,Alice,14,571.13,7995.82
2024-02-11,Tablet,Central,Frank,17,895.09,15216.53
2024-02-11,Headphones,West,Charlie,4,1195.34,4781.36
2024-02-11,Keyboard,South,Diana,8,1414.92,11319.36
2024-02-11,Mouse,East,Charlie,12,804.05,9648.599999999999
2024-02-11,Phone,South,Diana,1,363.14,363.14
2024-02-11,Phone,Central,Charlie,7,1967.81,13774.67
2024-02-11,Monitor,South,Diana,17,305.53,5194.009999999999
2024-02-12,Headphones,South,Charlie,8,503.03,4024.24
2024-02-12,Phone,West,Frank,19,474.05,9006.95
2024-02-12,Phone,East,Alice,13,93.33,1213.29
2024-02-12,Speaker,West,Frank,10,1235.72,12357.2
2024-02-12,Speaker,West,Diana,1,1634.28,1634.28
2024-02-12,Laptop,South,Eve,10,1343.4,13434.0
2024-02-13,Phone,South,Frank,19,593.52,11276.88
2024-02-13,Monitor,South,Bob,3,1979.69,5939.07
2024-02-13,Laptop,North,Diana,5,1310.21,6551.05
2024-02-13,Monitor,West,Henry,18,802.83,14450.94
2024-02-14,Monitor,South,Diana,17,1484.69,25239.73
2024-02-14,Keyboard,South,Frank,19,188.38,3579.22
2024-02-14,Monitor,East,Charlie,4,639.68,2558.72
2024-02-15,Laptop,South,Henry,1,891.24,891.24
2024-02-15,Headphones,West,Diana,8,1666.05,13328.4
2024-02-15,Speaker,South,Charlie,4,767.16,3068.64
2024-02-15,Keyboard,Central,Bob,18,771.02,13878.36
2024-02-16,Mouse,South,Charlie,18,1547.78,27860.04
2024-02-16,Headphones,West,Eve,9,1331.57,11984.13
2024-02-16,Phone,East,Charlie,4,584.7,2338.8
2024-02-16,Phone,West,Alice,14,1394.5,19523.0
2024-02-16,Headphones,West,Diana,7,300.71,2104.97
2024-02-16,Tablet,West,Alice,10,1840.98,18409.8
2024-02-16,Laptop,West,Charlie,11,1823.87,20062.57
2024-02-17,Headphones,South,Alice,3,484.38,1453.1399999999999
2024-02-17,Monitor,South,Frank,18,1673.38,30120.840000000004
2024-02-17,Mouse,Central,Frank,17,821.42,13964.14
2024-02-17,Mouse,Central,Alice,5,313.39,1566.9499999999998
2024-02-18,Monitor,Central,Bob,16,1026.81,16428.96
2024-02-18,Keyboard,North,Eve,8,699.97,5599.76
2024-02-18,Keyboard,West,Charlie,5,1945.1,9725.5
2024-02-18,Laptop,North,Bob,15,707.23,10608.45
2024-02-18,Speaker,North,Charlie,3,158.32,474.96
2024-02-18,Laptop,West,Frank,11,422.55,4648.05
2024-02-18,Keyboard,Central,Eve,9,444.41,3999.69
2024-02-18,Headphones,West,Grace,8,1337.23,10697.84
2024-02-18,Tablet,Central,Frank,16,112.87,1805.92
2024-02-18,Laptop,South,Eve,10,134.01,1340.1
2024-02-18,Keyboard,West,Grace,12,104.97,1259.6399999999999
2024-02-18,Headphones,Central,Eve,3,801.85,2405.55
2024-02-19,Laptop,East,Bob,5,1054.52,5272.6
2024-02-19,Headphones,South,Charlie,14,52.23,731.2199999999999
2024-02-19,Laptop,Central,Diana,18,1294.55,23301.899999999998
2024-02-19,Monitor,West,Bob,15,1668.64,25029.600000000002
2024-02-20,Headphones,West,Grace,15,1023.66,15354.9
2024-02-20,Tablet,South,Charlie,7,776.72,5437.04
2024-02-20,Monitor,South,Henry,10,420.8,4208.0
2024-02-20,Mouse,South,Grace,15,1934.55,29018.25
2024-02-20,Headphones,West,Bob,18,827.7,14898.6
2024-02-20,Mouse,West,Bob,18,1606.71,28920.78
2024-02-20,Mouse,West,Henry,13,374.54,4869.02
2024-02-21,Headphones,Central,Eve,6,341.7,2050.2
2024-02-21,Headphones,West,Grace,9,1257.35,11316.15
2024-02-21,Keyboard,South,Grace,2,465.21,930.42
2024-02-21,Monitor,East,Eve,4,521.65,2086.6
2024-02-22,Keyboard,East,Henry,11,1419.12,15610.32
2024-02-22,Monitor,West,Bob,16,575.06,9200.96
2024-02-22,Laptop,West,Alice,12,487.39,5848.68
2024-02-22,Keyboard,West,Henry,7,154.62,1082.3400000000001
2024-02-22,Headphones,East,Bob,19,1412.3,26833.7
2024-02-22,Phone,West,Frank,19,1461.74,27773.06
2024-02-23,Speaker,West,Alice,12,1700.15,20401.800000000003
2024-02-23,Phone,North,Eve,15,385.73,5785.950000000001
2024-02-23,Phone,East,Grace,2,1557.98,3115.96
2024-02-23,Laptop,East,Grace,4,697.75,2791.0
2024-02-23,Tablet,East,Grace,11,1010.7,11117.7
2024-02-23,Tablet,North,Diana,17,431.64,7337.88
2024-02-23,Monitor,East,Frank,5,1867.97,9339.85
2024-02-23,Monitor,South,Diana,9,1913.17,17218.53
2024-02-23,Headphones,East,Diana,8,1532.09,12256.72
2024-02-24,Tablet,South,Alice,3,857.89,2573.67
2024-02-24,Phone,North,Eve,16,1353.89,21662.24
2024-02-24,Keyboard,East,Grace,15,1921.41,28821.15
2024-02-24,Monitor,East,Bob,10,330.54,3305.4
2024-02-24,Phone,Central,Diana,4,1038.73,4154.92
2024-02-24,Laptop,South,Eve,8,1313.15,10505.2
2024-02-24,Phone,South,Bob,8,741.52,5932.16
2024-02-24,Headphones,East,Bob,14,1233.54,17269.559999999998
2024-02-24,Speaker,West,Diana,13,1500.58,19507.54
2024-02-24,Mouse,East,Alice,15,803.59,12053.85
2024-02-24,Laptop,East,Frank,9,1214.27,10928.43
2024-02-24,Mouse,East,Bob,6,1749.01,10494.06
2024-02-24,Laptop,West,Grace,16,858.23,13731.68
2024-02-25,Speaker,East,Eve,19,54.92,1043.48
2024-02-25,Tablet,North,Diana,6,708.22,4249.32
2024-02-25,Keyboard,East,Diana,13,1307.72,17000.36
2024-02-25,Phone,North,Eve,12,1622.94,19475.28
2024-02-25,Monitor,West,Eve,7,138.25,967.75
2024-02-25,Monitor,West,Grace,2,968.06,1936.12
2024-02-26,Headphones,Central,Frank,18,365.2,6573.599999999999
2024-02-26,Keyboard,North,Alice,17,973.2,16544.4
2024-02-26,Laptop,West,Henry,9,1335.99,12023.91
2024-02-26,Phone,South,Alice,2,1237.29,2474.58
2024-02-26,Monitor,South,Diana,4,504.85,2019.4
2024-02-26,Phone,North,Alice,5,946.24,4731.2
2024-02-26,Speaker,North,Charlie,19,1238.45,23530.55
2024-02-26,Mouse,North,Alice,10,1772.19,17721.9
2024-02-27,Phone,South,Bob,15,917.1,13756.5
2024-02-27,Monitor,East,Bob,5,1189.31,5946.549999999999
2024-02-27,Mouse,South,Frank,10,1294.19,12941.900000000001
2024-02-28,Phone,North,Grace,18,1765.65,31781.7
2024-02-28,Laptop,North,Diana,5,1624.65,8123.25
2024-02-28,Mouse,West,Alice,9,136.1,1224.8999999999999
2024-02-28,Laptop,East,Henry,18,1395.96,25127.28
2024-02-28,Tablet,North,Grace,6,1559.73,9358.380000000001
2024-02-29,Keyboard,West,Frank,10,1487.68,14876.800000000001
2024-02-29,Monitor,North,Henry,18,688.15,12386.699999999999
2024-02-29,Laptop,South,Grace,4,554.89,2219.56
2024-02-29,Tablet,South,Henry,1,975.13,975.13
2024-02-29,Tablet,North,Diana,19,1245.15,23657.850000000002
2024-02-29,Monitor,North,Charlie,14,1621.18,22696.52
2024-02-29,Laptop,North,Grace,12,989.33,11871.960000000001
2024-02-29,Tablet,Central,Diana,2,1208.32,2416.64
2024-02-29,Speaker,South,Eve,13,941.39,12238.07
2024-03-01,Speaker,East,Grace,5,683.02,3415.1
2024-03-01,Monitor,Central,Frank,2,382.93,765.86
2024-03-01,Phone,South,Alice,2,203.86,407.72
2024-03-01,Monitor,West,Diana,15,1347.79,20216.85
2024-03-01,Monitor,North,Henry,2,644.16,1288.32
2024-03-01,Mouse,East,Henry,11,465.81,5123.91
2024-03-02,Keyboard,North,Charlie,6,1056.32,6337.92
2024-03-02,Phone,South,Diana,1,394.03,394.03
2024-03-02,Tablet,South,Henry,15,1504.31,22564.649999999998
2024-03-02,Speaker,Central,Diana,2,1873.05,3746.1
2024-03-02,Keyboard,West,Bob,10,734.36,7343.6
2024-03-02,Mouse,East,Bob,14,137.96,1931.44
2024-03-02,Laptop,East,Frank,1,1301.93,1301.93
2024-03-03,Monitor,North,Bob,1,1311.58,1311.58
2024-03-03,Speaker,Central,Charlie,13,1255.2,16317.6
2024-03-03,Tablet,Central,Frank,8,1436.92,11495.36
2024-03-03,Phone,South,Henry,9,1006.53,9058.77
2024-03-03,Headphones,East,Grace,16,739.79,11836.64
2024-03-03,Mouse,Central,Bob,16,1057.87,16925.92
2024-03-03,Phone,Central,Grace,15,875.06,13125.9
2024-03-04,Mouse,West,Grace,4,315.02,1260.08
2024-03-04,Laptop,South,Bob,18,1932.19,34779.42
2024-03-04,Speaker,West,Frank,2,561.23,1122.46
2024-03-04,Keyboard,Central,Bob,13,1126.2,14640.6
2024-03-04,Speaker,East,Alice,6,868.03,5208.18
2024-03-04,Speaker,East,Alice,6,398.5,2391.0
2024-03-05,Headphones,North,Eve,15,1739.58,26093.699999999997
2024-03-05,Laptop,West,Charlie,1,1978.63,1978.63
2024-03-05,Monitor,South,Charlie,7,1397.29,9781.029999999999
2024-03-05,Mouse,South,Eve,13,408.76,5313.88
2024-03-06,Phone,Central,Eve,10,1264.25,12642.5
2024-03-06,Laptop,Central,Alice,14,1067.76,14948.64
2024-03-06,Keyboard,East,Grace,4,1643.83,6575.32
2024-03-06,Keyboard,Central,Frank,8,872.05,6976.4
2024-03-06,Speaker,South,Henry,6,1416.91,8501.460000000001
2024-03-07,Speaker,Central,Grace,4,1813.01,7252.04
2024-03-07,Mouse,South,Charlie,2,1021.89,2043.78
2024-03-07,Speaker,North,Eve,17,1760.46,29927.82
2024-03-07,Laptop,South,Henry,17,846.62,14392.54
2024-03-07,Phone,West,Grace,3,1502.13,4506.39
2024-03-07,Speaker,Central,Charlie,6,1994.47,11966.82
2024-03-08,Headphones,Central,Grace,1,454.68,454.68
2024-03-08,Laptop,Central,Diana,7,1220.69,8544.83
2024-03-08,Headphones,West,Eve,18,219.61,3952.9800000000005
2024-03-09,Monitor,North,Bob,15,1843.79,27656.85
2024-03-09,Speaker,South,Charlie,9,1646.95,14822.550000000001
2024-03-09,Headphones,Central,Charlie,1,309.85,309.85
2024-03-09,Laptop,West,Diana,3,1279.51,3838.5299999999997
2024-03-09,Laptop,West,Bob,15,237.22,3558.3
2024-03-10,Laptop,North,Eve,11,137.39,1511.29
2024-03-10,Tablet,Central,Grace,3,381.92,1145.76
2024-03-10,Mouse,East,Diana,11,1316.98,14486.78
2024-03-10,Monitor,West,Charlie,2,989.69,1979.38
2024-03-10,Laptop,East,Eve,4,1014.28,4057.12
2024-03-10,Mouse,Central,Charlie,17,655.1,11136.7
2024-03-10,Phone,East,Charlie,16,1568.23,25091.68
2024-03-10,Speaker,East,Grace,12,838.39,10060.68
2024-03-10,Headphones,South,Bob,12,1414.67,16976.04
2024-03-10,Headphones,East,Grace,18,1716.61,30898.98
2024-03-10,Monitor,Central,Diana,2,181.48,362.96
2024-03-11,Keyboard,West,Grace,18,301.69,5430.42
2024-03-11,Phone,South,Frank,15,1864.44,27966.600000000002
2024-03-11,Laptop,West,Eve,19,317.17,6026.2300000000005
2024-03-11,Tablet,North,Charlie,15,1504.54,22568.1
2024-03-11,Laptop,West,Henry,9,645.6,5810.400000000001
2024-03-11,Tablet,North,Frank,10,1994.44,19944.4
2024-03-11,Mouse,West,Diana,1,153.31,153.31
2024-03-11,Speaker,North,Eve,18,273.63,4925.34
2024-03-11,Keyboard,South,Frank,12,640.08,7680.960000000001
2024-03-12,Phone,North,Bob,9,712.37,6411.33
2024-03-12,Speaker,North,Grace,1,138.4,138.4
2024-03-12,Laptop,Central,Charlie,9,355.51,3199.59
2024-03-12,Headphones,South,Alice,5,1952.79,9763.95
2024-03-12,Phone,Central,Henry,17,167.78,2852.26
2024-03-12,Monitor,Central,Henry,7,1471.08,10297.56
2024-03-12,Speaker,Central,Alice,11,1032.94,11362.34
2024-03-13,Tablet,South,Frank,17,837.57,14238.69
2024-03-13,Laptop,West,Eve,4,1054.13,4216.52
2024-03-13,Monitor,West,Bob,7,875.19,6126.33
2024-03-13,Laptop,East,Charlie,16,197.0,3152.0
2024-03-13,Keyboard,Central,Alice,10,188.43,1884.3000000000002
2024-03-13,Headphones,East,Grace,5,277.27,1386.35
2024-03-13,Mouse,West,Charlie,17,1793.09,30482.53
2024-03-13,Laptop,East,Frank,6,609.93,3659.58
2024-03-14,Phone,Central,Frank,15,937.83,14067.45
2024-03-14,Monitor,East,Frank,17,665.3,11310.099999999999
2024-03-14,Speaker,West,Bob,11,903.07,9933.77
2024-03-14,Monitor,West,Eve,5,171.34,856.7
2024-03-15,Tablet,Central,Charlie,18,767.6,13816.800000000001
2024-03-15,Headphones,East,Bob,11,1633.03,17963.329999999998
2024-03-15,Mouse,South,Alice,19,1634.82,31061.579999999998
2024-03-15,Headphones,South,Grace,6,1830.12,10980.72
2024-03-15,Laptop,West,Diana,5,942.61,4713.05
2024-03-16,Keyboard,South,Charlie,13,564.21,7334.7300000000005
2024-03-16,Speaker,Central,Grace,10,1124.77,11247.7
2024-03-16,Headphones,North,Grace,8,188.28,1506.24
2024-03-16,Tablet,West,Charlie,15,1328.88,19933.2
2024-03-16,Tablet,Central,Frank,7,953.49,6674.43
2024-03-16,Mouse,North,Bob,19,51.95,987.0500000000001
2024-03-16,Phone,North,Grace,2,1709.08,3418.16
2024-03-16,Monitor,North,Diana,15,593.52,8902.8
2024-03-17,Monitor,Central,Frank,17,545.74,9277.58
2024-03-17,Monitor,East,Grace,9,1449.77,13047.93
2024-03-17,Keyboard,East,Henry,3,339.96,1019.8799999999999
2024-03-17,Speaker,West,Diana,14,359.61,5034.54
2024-03-17,Speaker,North,Grace,2,1085.75,2171.5
2024-03-17,Keyboard,Central,Frank,9,1732.87,15595.829999999998
2024-03-17,Laptop,West,Bob,6,1024.4,6146.400000000001
2024-03-17,Mouse,East,Bob,16,1943.42,31094.72
2024-03-18,Phone,East,Grace,17,1090.57,18539.69
2024-03-18,Speaker,North,Bob,4,864.33,3457.32
2024-03-18,Speaker,West,Grace,6,1297.35,7784.099999999999
2024-03-18,Monitor,South,Charlie,19,195.94,3722.86
2024-03-18,Headphones,Central,Bob,13,292.2,3798.6
2024-03-18,Mouse,East,Bob,6,1394.89,8369.34
2024-03-18,Speaker,North,Grace,16,1178.19,18851.04
2024-03-18,Tablet,East,Charlie,7,1640.45,11483.15
2024-03-18,Speaker,East,Charlie,14,313.43,4388.02
2024-03-19,Mouse,South,Diana,17,1978.69,33637.73
2024-03-19,Speaker,South,Eve,18,661.71,11910.78
2024-03-19,Monitor,North,Alice,3,636.13,1908.3899999999999
2024-03-20,Laptop,North,Eve,10,1785.51,17855.1
2024-03-20,Speaker,West,Henry,17,671.47,11414.99
2024-03-20,Headphones,Central,Frank,13,600.69,7808.970000000001
2024-03-20,Laptop,East,Grace,14,1597.24,22361.36
2024-03-20,Monitor,South,Diana,9,749.23,6743.07
2024-03-20,Monitor,South,Bob,3,1806.72,5420.16
2024-03-20,Keyboard,West,Grace,1,659.42,659.42
2024-03-20,Tablet,East,Diana,13,1711.54,22250.02
2024-03-20,Keyboard,South,Eve,6,1049.01,6294.0599999999995
2024-03-21,Mouse,West,Grace,15,470.05,7050.75
2024-03-21,Tablet,Central,Diana,3,705.45,2116.3500000000004
2024-03-21,Monitor,North,Grace,13,887.13,11532.69
2024-03-21,Monitor,Central,Eve,11,262.28,2885.08
2024-03-21,Laptop,West,Henry,9,1281.58,11534.22
2024-03-21,Keyboard,South,Bob,16,905.75,14492.0
2024-03-22,Phone,East,Charlie,10,1977.08,19770.8
2024-03-22,Mouse,East,Eve,8,685.01,5480.08
2024-03-22,Headphones,East,Henry,19,1114.71,21179.49
2024-03-22,Laptop,North,Bob,17,144.63,2458.71
2024-03-23,Tablet,Central,Alice,10,1374.92,13749.2
2024-03-23,Phone,South,Alice,5,1216.14,6080.700000000001
2024-03-23,Speaker,North,Eve,8,1011.99,8095.92
2024-03-24,Tablet,Central,Grace,10,1538.22,15382.2
2024-03-24,Speaker,North,Charlie,11,837.58,9213.380000000001
2024-03-24,Laptop,North,Henry,9,1173.8,10564.199999999999
2024-03-24,Tablet,North,Henry,17,1172.74,19936.58
2024-03-24,Headphones,West,Diana,5,1022.06,5110.299999999999
2024-03-24,Speaker,Central,Grace,15,1871.45,28071.75
2024-03-24,Keyboard,East,Eve,14,1370.23,19183.22
2024-03-24,Keyboard,West,Grace,1,166.81,166.81
2024-03-25,Laptop,Central,Henry,17,1384.96,23544.32
2024-03-25,Tablet,Central,Grace,8,565.47,4523.76
2024-03-25,Phone,East,Grace,9,174.14,1567.2599999999998
2024-03-25,Monitor,West,Frank,13,265.68,3453.84
2024-03-25,Speaker,South,Grace,13,303.12,3940.56
2024-03-25,Phone,South,Eve,5,1639.53,8197.65
2024-03-25,Monitor,North,Bob,18,338.07,6085.26
2024-03-25,Mouse,East,Henry,10,778.55,7785.5
2024-03-25,Phone,Central,Eve,12,1579.7,18956.4
2024-03-25,Speaker,South,Bob,2,1862.82,3725.64
2024-03-25,Headphones,South,Alice,4,790.21,3160.84
2024-03-25,Laptop,North,Frank,18,1517.62,27317.159999999996
2024-03-26,Monitor,East,Henry,16,521.34,8341.44
2024-03-26,Tablet,West,Henry,12,477.33,5727.96
2024-03-26,Mouse,Central,Alice,14,560.4,7845.599999999999
2024-03-26,Phone,East,Alice,12,1266.42,15197.04
2024-03-26,Monitor,Central,Alice,17,551.12,9369.04
2024-03-26,Mouse,West,Frank,3,1236.56,3709.68
2024-03-26,Monitor,Central,Charlie,5,1486.68,7433.400000000001
2024-03-27,Keyboard,East,Charlie,17,754.22,12821.74
2024-03-27,Monitor,West,Henry,8,542.0,4336.0
2024-03-27,Headphones,East,Bob,2,1574.89,3149.78
2024-03-27,Mouse,North,Grace,4,1700.15,6800.6
2024-03-27,Laptop,Central,Henry,2,1117.95,2235.9
2024-03-27,Mouse,West,Frank,16,1483.92,23742.72
2024-03-27,Monitor,North,Eve,4,1105.87,4423.48
2024-03-27,Headphones,Central,Frank,3,1211.88,3635.6400000000003
2024-03-28,Speaker,South,Charlie,15,1361.94,20429.100000000002
2024-03-28,Laptop,Central,Bob,9,68.65,617.85
2024-03-28,Phone,West,Alice,19,899.89,17097.91
2024-03-28,Speaker,East,Frank,6,212.17,1273.02
2024-03-28,Keyboard,Central,Diana,5,1026.05,5130.25
2024-03-28,Headphones,Central,Eve,6,1238.13,7428.780000000001
2024-03-28,Phone,North,Diana,15,432.8,6492.0
2024-03-28,Tablet,Central,Eve,8,773.97,6191.76
2024-03-29,Monitor,North,Eve,1,646.23,646.23
2024-03-29,Mouse,North,Charlie,18,296.66,5339.88
2024-03-29,Laptop,East,Grace,7,1510.75,10575.25
2024-03-29,Laptop,East,Charlie,13,1342.53,17452.89
2024-03-29,Speaker,South,Frank,3,961.7,2885.1000000000004
2024-03-29,Speaker,Central,Charlie,1,1198.21,1198.21
2024-03-30,Laptop,West,Henry,7,90.92,636.44
2024-03-30,Phone,East,Bob,1,683.1,683.1
2024-03-30,Mouse,East,Alice,13,1178.1,15315.3
2024-03-30,Speaker,Central,Bob,8,1129.3,9034.4
2024-03-30,Monitor,Central,Diana,16,1098.37,17573.92
2024-03-30,Keyboard,North,Bob,10,1891.58,18915.8
2024-03-30,Keyboard,West,Charlie,8,1542.95,12343.6
2024-03-30,Phone,South,Alice,8,401.1,3208.8
2024-03-30,Tablet,East,Diana,11,759.47,8354.17
2024-03-30,Headphones,North,Henry,18,1989.4,35809.200000000004
2024-03-30,Keyboard,Central,Alice,9,69.06,621.54
2024-03-30,Mouse,West,Bob,10,1681.6,16816.0
2024-03-31,Headphones,North,Frank,3,532.05,1596.1499999999999
2024-03-31,Speaker,West,Frank,1,1618.26,1618.26
2024-03-31,Mouse,West,Diana,9,542.32,4880.88
2024-03-31,Tablet,Central,Diana,10,894.25,8942.5
2024-03-31,Laptop,East,Charlie,17,171.39,2913.6299999999997
2024-03-31,Mouse,Central,Diana,8,573.68,4589.44
2024-03-31,Phone,East,Alice,19,290.22,5514.18
2024-03-31,Phone,North,Bob,10,1586.4,15864.0
2024-03-31,Laptop,East,Bob,16,654.5,10472.0
2024-04-01,Phone,Central,Grace,5,1459.34,7296.7
2024-04-01,Keyboard,East,Diana,6,114.73,688.38
2024-04-01,Speaker,West,Frank,12,1666.28,19995.36
2024-04-01,Keyboard,East,Frank,5,1186.3,5931.5
2024-04-01,Headphones,Central,Alice,11,133.35,1466.85
2024-04-01,Laptop,South,Bob,16,308.37,4933.92
2024-04-02,Tablet,South,Eve,15,1980.35,29705.25
2024-04-02,Mouse,North,Henry,9,1321.39,11892.51
2024-04-02,Laptop,South,Diana,10,1750.62,17506.199999999997
2024-04-02,Phone,East,Diana,6,1401.76,8410.56
2024-04-02,Phone,North,Alice,13,482.97,6278.610000000001
2024-04-03,Keyboard,Central,Diana,15,1652.74,24791.1
2024-04-03,Monitor,North,Diana,17,1434.83,24392.11
2024-04-03,Laptop,Central,Grace,18,712.31,12821.579999999998
2024-04-03,Phone,East,Grace,7,1235.26,8646.82
2024-04-03,Laptop,East,Alice,9,1559.31,14033.789999999999
2024-04-03,Keyboard,West,Grace,19,1007.53,19143.07
2024-04-03,Laptop,Central,Charlie,15,1477.82,22167.3
2024-04-03,Monitor,North,Grace,15,667.25,10008.75
2024-04-03,Laptop,West,Diana,10,54.87,548.6999999999999
2024-04-03,Keyboard,North,Bob,12,1910.12,22921.44
2024-04-04,Headphones,Central,Frank,6,98.82,592.92
2024-04-04,Laptop,East,Diana,3,668.31,2004.9299999999998
2024-04-04,Mouse,Central,Bob,17,1784.71,30340.07
2024-04-04,Monitor,South,Bob,4,1339.61,5358.44
2024-04-04,Monitor,North,Bob,16,1231.52,19704.32
2024-04-04,Headphones,East,Diana,15,1845.49,27682.35
2024-04-04,Headphones,East,Bob,14,379.44,5312.16
2024-04-05,Keyboard,North,Charlie,11,1644.02,18084.22
2024-04-05,Monitor,North,Bob,17,1569.76,26685.92
2024-04-05,Keyboard,East,Bob,3,367.07,1101.21
2024-04-05,Laptop,West,Charlie,11,1658.62,18244.82
2024-04-05,Mouse,West,Alice,2,1200.42,2400.84
2024-04-06,Headphones,North,Henry,18,1191.67,21450.06
2024-04-06,Monitor,Central,Charlie,14,970.16,13582.24
2024-04-06,Tablet,North,Grace,8,1848.13,14785.04
2024-04-06,Keyboard,East,Grace,10,187.8,1878.0
2024-04-06,Mouse,North,Henry,7,383.26,2682.8199999999997
2024-04-06,Monitor,North,Bob,3,944.33,2832.9900000000002
2024-04-07,Keyboard,South,Charlie,11,470.07,5170.7699999999995
2024-04-07,Tablet,Central,Henry,1,1694.55,1694.55
2024-04-07,Phone,East,Eve,12,1455.72,17468.64
2024-04-07,Tablet,Central,Charlie,5,1143.28,5716.4
2024-04-07,Mouse,East,Alice,5,660.33,3301.65
2024-04-07,Monitor,South,Charlie,8,989.69,7917.52
2024-04-08,Laptop,East,Charlie,1,1467.67,1467.67
2024-04-08,Mouse,West,Grace,4,1138.31,4553.24
2024-04-09,Speaker,North,Grace,14,1140.06,15960.84
2024-04-09,Laptop,North,Henry,2,1866.5,3733.0
2024-04-09,Phone,North,Alice,1,281.13,281.13
2024-04-09,Laptop,Central,Henry,13,1414.21,18384.73
2024-04-09,Tablet,Central,Charlie,12,1626.24,19514.88
2024-04-09,Headphones,North,Eve,4,1697.42,6789.68
2024-04-10,Phone,South,Frank,9,1211.32,10901.88
2024-04-10,Tablet,East,Bob,11,1113.16,12244.76
2024-04-10,Speaker,Central,Henry,9,449.07,4041.63
2024-04-10,Tablet,Central,Eve,13,299.22,3889.8600000000006
2024-04-10,Speaker,South,Frank,18,692.09,12457.62
2024-04-10,Headphones,North,Eve,11,700.97,7710.67
2024-04-11,Tablet,East,Charlie,18,713.33,12839.94
2024-04-11,Monitor,East,Eve,16,1634.12,26145.92
2024-04-11,Keyboard,North,Charlie,8,1112.14,8897.12
2024-04-11,Headphones,West,Eve,18,1306.73,23521.14
2024-04-11,Speaker,North,Henry,11,925.41,10179.51
2024-04-11,Tablet,North,Alice,16,1569.24,25107.84
2024-04-11,Mouse,North,Henry,7,1082.96,7580.72
2024-04-12,Monitor,North,Alice,10,607.92,6079.2
2024-04-12,Laptop,South,Grace,17,950.64,16160.88
2024-04-12,Laptop,North,Frank,9,552.06,4968.539999999999
2024-04-12,Phone,Central,Diana,1,843.6,843.6
2024-04-13,Mouse,West,Bob,13,225.64,2933.3199999999997
2024-04-13,Monitor,East,Frank,9,1714.71,15432.39
2024-04-13,Mouse,West,Bob,11,683.35,7516.85
2024-04-13,Speaker,East,Grace,13,1198.82,15584.66
2024-04-13,Mouse,Central,Alice,8,1940.33,15522.64
2024-04-14,Mouse,North,Grace,10,1575.76,15757.6
2024-04-14,Speaker,East,Eve,19,1957.1,37184.9
2024-04-14,Laptop,East,Grace,17,1479.89,25158.13
2024-04-14,Keyboard,North,Eve,4,1095.31,4381.24
2024-04-15,Monitor,West,Grace,16,273.97,4383.52
2024-04-15,Tablet,South,Frank,18,861.57,15508.26
2024-04-15,Mouse,North,Henry,9,965.82,8692.380000000001
2024-04-15,Tablet,East,Eve,14,1161.98,16267.720000000001
2024-04-15,Tablet,South,Frank,3,849.36,2548.08
2024-04-15,Keyboard,South,Henry,8,1169.13,9353.04
2024-04-15,Mouse,South,Grace,6,518.6,3111.6000000000004
2024-04-15,Headphones,West,Bob,9,1530.28,13772.52
2024-04-15,Phone,East,Bob,9,1887.19,16984.71
2024-04-15,Phone,South,Grace,15,386.44,5796.6
2024-04-15,Speaker,South,Charlie,1,1935.01,1935.01
2024-04-16,Tablet,South,Diana,14,1065.95,14923.300000000001
2024-04-16,Phone,West,Diana,4,1698.24,6792.96
2024-04-16,Headphones,West,Alice,4,193.44,773.76
2024-04-17,Phone,West,Henry,5,1583.41,7917.05
2024-04-17,Mouse,North,Frank,11,84.32,927.52
2024-04-17,Phone,West,Henry,9,1799.26,16193.34
2024-04-17,Monitor,South,Grace,4,555.02,2220.08
2024-04-17,Speaker,East,Charlie,19,1315.92,25002.480000000003
2024-04-18,Tablet,East,Eve,18,705.0,12690.0
2024-04-18,Keyboard,South,Bob,11,180.96,1990.5600000000002
2024-04-18,Speaker,West,Frank,14,260.26,3643.64
2024-04-18,Speaker,Central,Bob,15,1046.4,15696.000000000002
2024-04-18,Speaker,North,Grace,11,1804.93,19854.23
2024-04-18,Mouse,North,Henry,11,212.77,2340.4700000000003
2024-04-18,Headphones,South,Eve,11,1856.76,20424.36
2024-04-18,Monitor,West,Alice,6,938.67,5632.0199999999995
2024-04-19,Monitor,West,Frank,17,413.22,7024.740000000001
2024-04-19,Headphones,North,Alice,2,506.04,1012.08
